Sample in Buffer,Sample in Window,TRIGGER,u_dac_/conf[15:0],u_dac_/z_sync[2:0],u_dac_/cnt_delay[15:0],u_dac_/dac_cnt[12:0],u_dac_/dac_ram_addr[12:0],u_dac_/dac_ram_odata[15:0],u_dac_/tt_odat[13:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX
5830,5830,0,0000,0,0000,06c3,06c3,0000,0000
5831,5831,0,0000,0,0000,06c4,06c4,0000,0000
5832,5832,0,0000,0,0000,06c5,06c5,0000,0000
5833,5833,0,0000,0,0000,06c6,06c6,0000,0000
5834,5834,0,0000,0,0000,06c7,06c7,0000,0000
5835,5835,0,0000,0,0000,06c8,06c8,0000,0000
5836,5836,0,0000,0,0000,06c9,06c9,0000,0000
5837,5837,0,0000,0,0000,06ca,06ca,0000,0000
5838,5838,0,0000,0,0000,06cb,06cb,0000,0000
5839,5839,0,0000,0,0000,06cc,06cc,0000,0000
5840,5840,0,0000,0,0000,06cd,06cd,0000,0000
5841,5841,0,0000,0,0000,06ce,06ce,0000,0000
5842,5842,0,0000,0,0000,06cf,06cf,0000,0000
5843,5843,0,0000,0,0000,06d0,06d0,0000,0000
5844,5844,0,0000,0,0000,06d1,06d1,0000,0000
5845,5845,0,0000,0,0000,06d2,06d2,0000,0000
5846,5846,0,0000,0,0000,06d3,06d3,0000,0000
5847,5847,0,0000,0,0000,06d4,06d4,0000,0000
5848,5848,0,0000,0,0000,06d5,06d5,0000,0000
5849,5849,0,0000,0,0000,06d6,06d6,0000,0000
5850,5850,0,0000,0,0000,06d7,06d7,0000,0000
5851,5851,0,0000,0,0000,06d8,06d8,0000,0000
5852,5852,0,0000,0,0000,06d9,06d9,0000,0000
5853,5853,0,0000,0,0000,06da,06da,0000,0000
5854,5854,0,0000,0,0000,06db,06db,0000,0000
5855,5855,0,0000,0,0000,06dc,06dc,0000,0000
5856,5856,0,0000,0,0000,06dd,06dd,0000,0000
5857,5857,0,0000,0,0000,06de,06de,0000,0000
5858,5858,0,0000,0,0000,06df,06df,0000,0000
5859,5859,0,0000,0,0000,06e0,06e0,0000,0000
5860,5860,0,0000,0,0000,06e1,06e1,0000,0000
5861,5861,0,0000,0,0000,06e2,06e2,0000,0000
5862,5862,0,0000,0,0000,06e3,06e3,0000,0000
5863,5863,0,0000,0,0000,06e4,06e4,0000,0000
5864,5864,0,0000,0,0000,06e5,06e5,0000,0000
5865,5865,0,0000,0,0000,06e6,06e6,0000,0000
5866,5866,0,0000,0,0000,06e7,06e7,0000,0000
5867,5867,0,0000,0,0000,06e8,06e8,0000,0000
5868,5868,0,0000,0,0000,06e9,06e9,0000,0000
5869,5869,0,0000,0,0000,06ea,06ea,0000,0000
5870,5870,0,0000,0,0000,06eb,06eb,0000,0000
5871,5871,0,0000,0,0000,06ec,06ec,0000,0000
5872,5872,0,0000,0,0000,06ed,06ed,0000,0000
5873,5873,0,0000,0,0000,06ee,06ee,0000,0000
5874,5874,0,0000,0,0000,06ef,06ef,0000,0000
5875,5875,0,0000,0,0000,06f0,06f0,0000,0000
5876,5876,0,0000,0,0000,06f1,06f1,0000,0000
5877,5877,0,0000,0,0000,06f2,06f2,0000,0000
5878,5878,0,0000,0,0000,06f3,06f3,0000,0000
5879,5879,0,0000,0,0000,06f4,06f4,0000,0000
5880,5880,0,0000,0,0000,06f5,06f5,0000,0000
5881,5881,0,0000,0,0000,06f6,06f6,0000,0000
5882,5882,0,0000,0,0000,06f7,06f7,0000,0000
5883,5883,0,0000,0,0000,06f8,06f8,0000,0000
5884,5884,0,0000,0,0000,06f9,06f9,0000,0000
5885,5885,0,0000,0,0000,06fa,06fa,0000,0000
5886,5886,0,0000,0,0000,06fb,06fb,0000,0000
5887,5887,0,0000,0,0000,06fc,06fc,0000,0000
5888,5888,0,0000,0,0000,06fd,06fd,0000,0000
5889,5889,0,0000,0,0000,06fe,06fe,0000,0000
5890,5890,0,0000,0,0000,06ff,06ff,0000,0000
5891,5891,0,0000,0,0000,0700,0700,0000,0000
5892,5892,0,0000,0,0000,0701,0701,0000,0000
5893,5893,0,0000,0,0000,0702,0702,0000,0000
5894,5894,0,0000,0,0000,0703,0703,0000,0000
5895,5895,0,0000,0,0000,0704,0704,0000,0000
5896,5896,0,0000,0,0000,0705,0705,0000,0000
5897,5897,0,0000,0,0000,0706,0706,0000,0000
5898,5898,0,0000,0,0000,0707,0707,0000,0000
5899,5899,0,0000,0,0000,0708,0708,0000,0000
5900,5900,0,0000,0,0000,0709,0709,0000,0000
5901,5901,0,0000,0,0000,070a,070a,0000,0000
5902,5902,0,0000,0,0000,070b,070b,0000,0000
5903,5903,0,0000,0,0000,070c,070c,0000,0000
5904,5904,0,0000,0,0000,070d,070d,0000,0000
5905,5905,0,0000,0,0000,070e,070e,0000,0000
5906,5906,0,0000,0,0000,070f,070f,0000,0000
5907,5907,0,0000,0,0000,0710,0710,0000,0000
5908,5908,0,0000,0,0000,0711,0711,0000,0000
5909,5909,0,0000,0,0000,0712,0712,0000,0000
5910,5910,0,0000,0,0000,0713,0713,0000,0000
5911,5911,0,0000,0,0000,0714,0714,0000,0000
5912,5912,0,0000,0,0000,0715,0715,0000,0000
5913,5913,0,0000,0,0000,0716,0716,0000,0000
5914,5914,0,0000,0,0000,0717,0717,0000,0000
5915,5915,0,0000,0,0000,0718,0718,0000,0000
5916,5916,0,0000,0,0000,0719,0719,0000,0000
5917,5917,0,0000,0,0000,071a,071a,0000,0000
5918,5918,0,0000,0,0000,071b,071b,0000,0000
5919,5919,0,0000,0,0000,071c,071c,0000,0000
5920,5920,0,0000,0,0000,071d,071d,0000,0000
5921,5921,0,0000,0,0000,071e,071e,0000,0000
5922,5922,0,0000,0,0000,071f,071f,0000,0000
5923,5923,0,0000,0,0000,0720,0720,0000,0000
5924,5924,0,0000,0,0000,0721,0721,0000,0000
5925,5925,0,0000,0,0000,0722,0722,0000,0000
5926,5926,0,0000,0,0000,0723,0723,0000,0000
5927,5927,0,0000,0,0000,0724,0724,0000,0000
5928,5928,0,0000,0,0000,0725,0725,0000,0000
5929,5929,0,0000,0,0000,0726,0726,0000,0000
5930,5930,0,0000,0,0000,0727,0727,0000,0000
5931,5931,0,0000,0,0000,0728,0728,0000,0000
5932,5932,0,0000,0,0000,0729,0729,0000,0000
5933,5933,0,0000,0,0000,072a,072a,0000,0000
5934,5934,0,0000,0,0000,072b,072b,0000,0000
5935,5935,0,0000,0,0000,072c,072c,0000,0000
5936,5936,0,0000,0,0000,072d,072d,0000,0000
5937,5937,0,0000,0,0000,072e,072e,0000,0000
5938,5938,0,0000,0,0000,072f,072f,0000,0000
5939,5939,0,0000,0,0000,0730,0730,0000,0000
5940,5940,0,0000,0,0000,0731,0731,0000,0000
5941,5941,0,0000,0,0000,0732,0732,0000,0000
5942,5942,0,0000,0,0000,0733,0733,0000,0000
5943,5943,0,0000,0,0000,0734,0734,0000,0000
5944,5944,0,0000,0,0000,0735,0735,0000,0000
5945,5945,0,0000,0,0000,0736,0736,0000,0000
5946,5946,0,0000,0,0000,0737,0737,0000,0000
5947,5947,0,0000,0,0000,0738,0738,0000,0000
5948,5948,0,0000,0,0000,0739,0739,0000,0000
5949,5949,0,0000,0,0000,073a,073a,0000,0000
5950,5950,0,0000,0,0000,073b,073b,0000,0000
5951,5951,0,0000,0,0000,073c,073c,0000,0000
5952,5952,0,0000,0,0000,073d,073d,0000,0000
5953,5953,0,0000,0,0000,073e,073e,0000,0000
5954,5954,0,0000,0,0000,073f,073f,0000,0000
5955,5955,0,0000,0,0000,0740,0740,0000,0000
5956,5956,0,0000,0,0000,0741,0741,0000,0000
5957,5957,0,0000,0,0000,0742,0742,0000,0000
5958,5958,0,0000,0,0000,0743,0743,0000,0000
5959,5959,0,0000,0,0000,0744,0744,0000,0000
5960,5960,0,0000,0,0000,0745,0745,0000,0000
5961,5961,0,0000,0,0000,0746,0746,0000,0000
5962,5962,0,0000,0,0000,0747,0747,0000,0000
5963,5963,0,0000,0,0000,0748,0748,0000,0000
5964,5964,0,0000,0,0000,0749,0749,0000,0000
5965,5965,0,0000,0,0000,074a,074a,0000,0000
5966,5966,0,0000,0,0000,074b,074b,0000,0000
5967,5967,0,0000,0,0000,074c,074c,0000,0000
5968,5968,0,0000,0,0000,074d,074d,0000,0000
5969,5969,0,0000,0,0000,074e,074e,0000,0000
5970,5970,0,0000,0,0000,074f,074f,0000,0000
5971,5971,0,0000,0,0000,0750,0750,0000,0000
5972,5972,0,0000,0,0000,0751,0751,0000,0000
5973,5973,0,0000,0,0000,0752,0752,0000,0000
5974,5974,0,0000,0,0000,0753,0753,0000,0000
5975,5975,0,0000,0,0000,0754,0754,0000,0000
5976,5976,0,0000,0,0000,0755,0755,0000,0000
5977,5977,0,0000,0,0000,0756,0756,0000,0000
5978,5978,0,0000,0,0000,0757,0757,0000,0000
5979,5979,0,0000,0,0000,0758,0758,0000,0000
5980,5980,0,0000,0,0000,0759,0759,0000,0000
5981,5981,0,0000,0,0000,075a,075a,0000,0000
5982,5982,0,0000,0,0000,075b,075b,0000,0000
5983,5983,0,0000,0,0000,075c,075c,0000,0000
5984,5984,0,0000,0,0000,075d,075d,0000,0000
5985,5985,0,0000,0,0000,075e,075e,0000,0000
5986,5986,0,0000,0,0000,075f,075f,0000,0000
5987,5987,0,0000,0,0000,0760,0760,0000,0000
5988,5988,0,0000,0,0000,0761,0761,0000,0000
5989,5989,0,0000,0,0000,0762,0762,0000,0000
5990,5990,0,0000,0,0000,0763,0763,0000,0000
5991,5991,0,0000,0,0000,0764,0764,0000,0000
5992,5992,0,0000,0,0000,0765,0765,0000,0000
5993,5993,0,0000,0,0000,0766,0766,0000,0000
5994,5994,0,0000,0,0000,0767,0767,0000,0000
5995,5995,0,0000,0,0000,0768,0768,0000,0000
5996,5996,0,0000,0,0000,0769,0769,0000,0000
5997,5997,0,0000,0,0000,076a,076a,0000,0000
5998,5998,0,0000,0,0000,076b,076b,0000,0000
5999,5999,0,0000,0,0000,076c,076c,0000,0000
6000,6000,0,0000,0,0000,076d,076d,0000,0000
6001,6001,0,0000,0,0000,076e,076e,0000,0000
6002,6002,0,0000,0,0000,076f,076f,0000,0000
6003,6003,0,0000,0,0000,0770,0770,0000,0000
6004,6004,0,0000,0,0000,0771,0771,0000,0000
6005,6005,0,0000,0,0000,0772,0772,0000,0000
6006,6006,0,0000,0,0000,0773,0773,0000,0000
6007,6007,0,0000,0,0000,0774,0774,0000,0000
6008,6008,0,0000,0,0000,0775,0775,0000,0000
6009,6009,0,0000,0,0000,0776,0776,0000,0000
6010,6010,0,0000,0,0000,0777,0777,0000,0000
6011,6011,0,0000,0,0000,0778,0778,0000,0000
6012,6012,0,0000,0,0000,0779,0779,0000,0000
6013,6013,0,0000,0,0000,077a,077a,0000,0000
6014,6014,0,0000,0,0000,077b,077b,0000,0000
6015,6015,0,0000,0,0000,077c,077c,0000,0000
6016,6016,0,0000,0,0000,077d,077d,0000,0000
6017,6017,0,0000,0,0000,077e,077e,0000,0000
6018,6018,0,0000,0,0000,077f,077f,0000,0000
6019,6019,0,0000,0,0000,0780,0780,0000,0000
6020,6020,0,0000,0,0000,0781,0781,0000,0000
6021,6021,0,0000,0,0000,0782,0782,0000,0000
6022,6022,0,0000,0,0000,0783,0783,0000,0000
6023,6023,0,0000,0,0000,0784,0784,0000,0000
6024,6024,0,0000,0,0000,0785,0785,0000,0000
6025,6025,0,0000,0,0000,0786,0786,0000,0000
6026,6026,0,0000,0,0000,0787,0787,0000,0000
6027,6027,0,0000,0,0000,0788,0788,0000,0000
6028,6028,0,0000,0,0000,0789,0789,0000,0000
6029,6029,0,0000,0,0000,078a,078a,0000,0000
6030,6030,0,0000,0,0000,078b,078b,0000,0000
6031,6031,0,0000,0,0000,078c,078c,0000,0000
6032,6032,0,0000,0,0000,078d,078d,0000,0000
6033,6033,0,0000,0,0000,078e,078e,0000,0000
6034,6034,0,0000,0,0000,078f,078f,0000,0000
6035,6035,0,0000,0,0000,0790,0790,0000,0000
6036,6036,0,0000,0,0000,0791,0791,0000,0000
6037,6037,0,0000,0,0000,0792,0792,0000,0000
6038,6038,0,0000,0,0000,0793,0793,0000,0000
6039,6039,0,0000,0,0000,0794,0794,0000,0000
6040,6040,0,0000,0,0000,0795,0795,0000,0000
6041,6041,0,0000,0,0000,0796,0796,0000,0000
6042,6042,0,0000,0,0000,0797,0797,0000,0000
6043,6043,0,0000,0,0000,0798,0798,0000,0000
6044,6044,0,0000,0,0000,0799,0799,0000,0000
6045,6045,0,0000,0,0000,079a,079a,0000,0000
6046,6046,0,0000,0,0000,079b,079b,0000,0000
6047,6047,0,0000,0,0000,079c,079c,0000,0000
6048,6048,0,0000,0,0000,079d,079d,0000,0000
6049,6049,0,0000,0,0000,079e,079e,0000,0000
6050,6050,0,0000,0,0000,079f,079f,0000,0000
6051,6051,0,0000,0,0000,07a0,07a0,0000,0000
6052,6052,0,0000,0,0000,07a1,07a1,0000,0000
6053,6053,0,0000,0,0000,07a2,07a2,0000,0000
6054,6054,0,0000,0,0000,07a3,07a3,0000,0000
6055,6055,0,0000,0,0000,07a4,07a4,0000,0000
6056,6056,0,0000,0,0000,07a5,07a5,0000,0000
6057,6057,0,0000,0,0000,07a6,07a6,0000,0000
6058,6058,0,0000,0,0000,07a7,07a7,0000,0000
6059,6059,0,0000,0,0000,07a8,07a8,0000,0000
6060,6060,0,0000,0,0000,07a9,07a9,0000,0000
6061,6061,0,0000,0,0000,07aa,07aa,0000,0000
6062,6062,0,0000,0,0000,07ab,07ab,0000,0000
6063,6063,0,0000,0,0000,07ac,07ac,0000,0000
6064,6064,0,0000,0,0000,07ad,07ad,0000,0000
6065,6065,0,0000,0,0000,07ae,07ae,0000,0000
6066,6066,0,0000,0,0000,07af,07af,0000,0000
6067,6067,0,0000,0,0000,07b0,07b0,0000,0000
6068,6068,0,0000,0,0000,07b1,07b1,0000,0000
6069,6069,0,0000,0,0000,07b2,07b2,0000,0000
6070,6070,0,0000,0,0000,07b3,07b3,0000,0000
6071,6071,0,0000,0,0000,07b4,07b4,0000,0000
6072,6072,0,0000,0,0000,07b5,07b5,0000,0000
6073,6073,0,0000,0,0000,07b6,07b6,0000,0000
6074,6074,0,0000,0,0000,07b7,07b7,0000,0000
6075,6075,0,0000,0,0000,07b8,07b8,0000,0000
6076,6076,0,0000,0,0000,07b9,07b9,0000,0000
6077,6077,0,0000,0,0000,07ba,07ba,0000,0000
6078,6078,0,0000,0,0000,07bb,07bb,0000,0000
6079,6079,0,0000,0,0000,07bc,07bc,0000,0000
6080,6080,0,0000,0,0000,07bd,07bd,0000,0000
6081,6081,0,0000,0,0000,07be,07be,0000,0000
6082,6082,0,0000,0,0000,07bf,07bf,0000,0000
6083,6083,0,0000,0,0000,07c0,07c0,0000,0000
6084,6084,0,0000,0,0000,07c1,07c1,0000,0000
6085,6085,0,0000,0,0000,07c2,07c2,0000,0000
6086,6086,0,0000,0,0000,07c3,07c3,0000,0000
6087,6087,0,0000,0,0000,07c4,07c4,0000,0000
6088,6088,0,0000,0,0000,07c5,07c5,0000,0000
6089,6089,0,0000,0,0000,07c6,07c6,0000,0000
6090,6090,0,0000,0,0000,07c7,07c7,0000,0000
6091,6091,0,0000,0,0000,07c8,07c8,0000,0000
6092,6092,0,0000,0,0000,07c9,07c9,0000,0000
6093,6093,0,0000,0,0000,07ca,07ca,0000,0000
6094,6094,0,0000,0,0000,07cb,07cb,0000,0000
6095,6095,0,0000,0,0000,07cc,07cc,0000,0000
6096,6096,0,0000,0,0000,07cd,07cd,0000,0000
6097,6097,0,0000,0,0000,07ce,07ce,0000,0000
6098,6098,0,0000,0,0000,07cf,07cf,0000,0000
6099,6099,0,0000,0,0000,07d0,07d0,0000,0000
6100,6100,0,0000,0,0000,07d1,07d1,0000,0000
6101,6101,0,0000,0,0000,07d2,07d2,0000,0000
6102,6102,0,0000,0,0000,07d3,07d3,0000,0000
6103,6103,0,0000,0,0000,07d4,07d4,0000,0000
6104,6104,0,0000,0,0000,07d5,07d5,0000,0000
6105,6105,0,0000,0,0000,07d6,07d6,0000,0000
6106,6106,0,0000,0,0000,07d7,07d7,0000,0000
6107,6107,0,0000,0,0000,07d8,07d8,0000,0000
6108,6108,0,0000,0,0000,07d9,07d9,0000,0000
6109,6109,0,0000,0,0000,07da,07da,0000,0000
6110,6110,0,0000,0,0000,07db,07db,0000,0000
6111,6111,0,0000,0,0000,07dc,07dc,0000,0000
6112,6112,0,0000,0,0000,07dd,07dd,0000,0000
6113,6113,0,0000,0,0000,07de,07de,0000,0000
6114,6114,0,0000,0,0000,07df,07df,0000,0000
6115,6115,0,0000,0,0000,07e0,07e0,0000,0000
6116,6116,0,0000,0,0000,07e1,07e1,0000,0000
6117,6117,0,0000,0,0000,07e2,07e2,0000,0000
6118,6118,0,0000,0,0000,07e3,07e3,0000,0000
6119,6119,0,0000,0,0000,07e4,07e4,0000,0000
6120,6120,0,0000,0,0000,07e5,07e5,0000,0000
6121,6121,0,0000,0,0000,07e6,07e6,0000,0000
6122,6122,0,0000,0,0000,07e7,07e7,0000,0000
6123,6123,0,0000,0,0000,07e8,07e8,0000,0000
6124,6124,0,0000,0,0000,07e9,07e9,0000,0000
6125,6125,0,0000,0,0000,07ea,07ea,0000,0000
6126,6126,0,0000,0,0000,07eb,07eb,0000,0000
6127,6127,0,0000,0,0000,07ec,07ec,0000,0000
6128,6128,0,0000,0,0000,07ed,07ed,0000,0000
6129,6129,0,0000,0,0000,07ee,07ee,0000,0000
6130,6130,0,0000,0,0000,07ef,07ef,0000,0000
6131,6131,0,0000,0,0000,07f0,07f0,0000,0000
6132,6132,0,0000,0,0000,07f1,07f1,0000,0000
6133,6133,0,0000,0,0000,07f2,07f2,0000,0000
6134,6134,0,0000,0,0000,07f3,07f3,0000,0000
6135,6135,0,0000,0,0000,07f4,07f4,0000,0000
6136,6136,0,0000,0,0000,07f5,07f5,0000,0000
6137,6137,0,0000,0,0000,07f6,07f6,0000,0000
6138,6138,0,0000,0,0000,07f7,07f7,0000,0000
6139,6139,0,0000,0,0000,07f8,07f8,0000,0000
6140,6140,0,0000,0,0000,07f9,07f9,0000,0000
6141,6141,0,0000,0,0000,07fa,07fa,0000,0000
6142,6142,0,0000,0,0000,07fb,07fb,0000,0000
6143,6143,0,0000,0,0000,07fc,07fc,0000,0000
6144,6144,0,0000,0,0000,07fd,07fd,0000,0000
6145,6145,0,0000,0,0000,07fe,07fe,0000,0000
6146,6146,0,0000,0,0000,07ff,07ff,0000,0000
6147,6147,0,0000,0,0000,0800,0800,0000,0000
6148,6148,0,0000,0,0000,0801,0801,0000,0000
6149,6149,0,0000,0,0000,0802,0802,0000,0000
6150,6150,0,0000,0,0000,0803,0803,0000,0000
6151,6151,0,0000,0,0000,0804,0804,0000,0000
6152,6152,0,0000,0,0000,0805,0805,0000,0000
6153,6153,0,0000,0,0000,0806,0806,0000,0000
6154,6154,0,0000,0,0000,0807,0807,0000,0000
6155,6155,0,0000,0,0000,0808,0808,0000,0000
6156,6156,0,0000,0,0000,0809,0809,0000,0000
6157,6157,0,0000,0,0000,080a,080a,0000,0000
6158,6158,0,0000,0,0000,080b,080b,0000,0000
6159,6159,0,0000,0,0000,080c,080c,0000,0000
6160,6160,0,0000,0,0000,080d,080d,0000,0000
6161,6161,0,0000,0,0000,080e,080e,0000,0000
6162,6162,0,0000,0,0000,080f,080f,0000,0000
6163,6163,0,0000,0,0000,0810,0810,0000,0000
6164,6164,0,0000,0,0000,0811,0811,0000,0000
6165,6165,0,0000,0,0000,0812,0812,0000,0000
6166,6166,0,0000,0,0000,0813,0813,0000,0000
6167,6167,0,0000,0,0000,0814,0814,0000,0000
6168,6168,0,0000,0,0000,0815,0815,0000,0000
6169,6169,0,0000,0,0000,0816,0816,0000,0000
6170,6170,0,0000,0,0000,0817,0817,0000,0000
6171,6171,0,0000,0,0000,0818,0818,0000,0000
6172,6172,0,0000,0,0000,0819,0819,0000,0000
6173,6173,0,0000,0,0000,081a,081a,0000,0000
6174,6174,0,0000,0,0000,081b,081b,0000,0000
6175,6175,0,0000,0,0000,081c,081c,0000,0000
6176,6176,0,0000,0,0000,081d,081d,0000,0000
6177,6177,0,0000,0,0000,081e,081e,0000,0000
6178,6178,0,0000,0,0000,081f,081f,0000,0000
6179,6179,0,0000,0,0000,0820,0820,0000,0000
6180,6180,0,0000,0,0000,0821,0821,0000,0000
6181,6181,0,0000,0,0000,0822,0822,0000,0000
6182,6182,0,0000,0,0000,0823,0823,0000,0000
6183,6183,0,0000,0,0000,0824,0824,0000,0000
6184,6184,0,0000,0,0000,0825,0825,0000,0000
6185,6185,0,0000,0,0000,0826,0826,0000,0000
6186,6186,0,0000,0,0000,0827,0827,0000,0000
6187,6187,0,0000,0,0000,0828,0828,0000,0000
6188,6188,0,0000,0,0000,0829,0829,0000,0000
6189,6189,0,0000,0,0000,082a,082a,0000,0000
6190,6190,0,0000,0,0000,082b,082b,0000,0000
6191,6191,0,0000,0,0000,082c,082c,0000,0000
6192,6192,0,0000,0,0000,082d,082d,0000,0000
6193,6193,0,0000,0,0000,082e,082e,0000,0000
6194,6194,0,0000,0,0000,082f,082f,0000,0000
6195,6195,0,0000,0,0000,0830,0830,0000,0000
6196,6196,0,0000,0,0000,0831,0831,0000,0000
6197,6197,0,0000,0,0000,0832,0832,0000,0000
6198,6198,0,0000,0,0000,0833,0833,0000,0000
6199,6199,0,0000,0,0000,0834,0834,0000,0000
6200,6200,0,0000,0,0000,0835,0835,0000,0000
6201,6201,0,0000,0,0000,0836,0836,0000,0000
6202,6202,0,0000,0,0000,0837,0837,0000,0000
6203,6203,0,0000,0,0000,0838,0838,0000,0000
6204,6204,0,0000,0,0000,0839,0839,0000,0000
6205,6205,0,0000,0,0000,083a,083a,0000,0000
6206,6206,0,0000,0,0000,083b,083b,0000,0000
6207,6207,0,0000,0,0000,083c,083c,0000,0000
6208,6208,0,0000,0,0000,083d,083d,0000,0000
6209,6209,0,0000,0,0000,083e,083e,0000,0000
6210,6210,0,0000,0,0000,083f,083f,0000,0000
6211,6211,0,0000,0,0000,0840,0840,0000,0000
6212,6212,0,0000,0,0000,0841,0841,0000,0000
6213,6213,0,0000,0,0000,0842,0842,0000,0000
6214,6214,0,0000,0,0000,0843,0843,0000,0000
6215,6215,0,0000,0,0000,0844,0844,0000,0000
6216,6216,0,0000,0,0000,0845,0845,0000,0000
6217,6217,0,0000,0,0000,0846,0846,0000,0000
6218,6218,0,0000,0,0000,0847,0847,0000,0000
6219,6219,0,0000,0,0000,0848,0848,0000,0000
6220,6220,0,0000,0,0000,0849,0849,0000,0000
6221,6221,0,0000,0,0000,084a,084a,0000,0000
6222,6222,0,0000,0,0000,084b,084b,0000,0000
6223,6223,0,0000,0,0000,084c,084c,0000,0000
6224,6224,0,0000,0,0000,084d,084d,0000,0000
6225,6225,0,0000,0,0000,084e,084e,0000,0000
6226,6226,0,0000,0,0000,084f,084f,0000,0000
6227,6227,0,0000,0,0000,0850,0850,0000,0000
6228,6228,0,0000,0,0000,0851,0851,0000,0000
6229,6229,0,0000,0,0000,0852,0852,0000,0000
6230,6230,0,0000,0,0000,0853,0853,0000,0000
6231,6231,0,0000,0,0000,0854,0854,0000,0000
6232,6232,0,0000,0,0000,0855,0855,0000,0000
6233,6233,0,0000,0,0000,0856,0856,0000,0000
6234,6234,0,0000,0,0000,0857,0857,0000,0000
6235,6235,0,0000,0,0000,0858,0858,0000,0000
6236,6236,0,0000,0,0000,0859,0859,0000,0000
6237,6237,0,0000,0,0000,085a,085a,0000,0000
6238,6238,0,0000,0,0000,085b,085b,0000,0000
6239,6239,0,0000,0,0000,085c,085c,0000,0000
6240,6240,0,0000,0,0000,085d,085d,0000,0000
6241,6241,0,0000,0,0000,085e,085e,0000,0000
6242,6242,0,0000,0,0000,085f,085f,0000,0000
6243,6243,0,0000,0,0000,0860,0860,0000,0000
6244,6244,0,0000,0,0000,0861,0861,0000,0000
6245,6245,0,0000,0,0000,0862,0862,0000,0000
6246,6246,0,0000,0,0000,0863,0863,0000,0000
6247,6247,0,0000,0,0000,0864,0864,0000,0000
6248,6248,0,0000,0,0000,0865,0865,0000,0000
6249,6249,0,0000,0,0000,0866,0866,0000,0000
6250,6250,0,0000,0,0000,0867,0867,0000,0000
6251,6251,0,0000,0,0000,0868,0868,0000,0000
6252,6252,0,0000,0,0000,0869,0869,0000,0000
6253,6253,0,0000,0,0000,086a,086a,0000,0000
6254,6254,0,0000,0,0000,086b,086b,0000,0000
6255,6255,0,0000,0,0000,086c,086c,0000,0000
6256,6256,0,0000,0,0000,086d,086d,0000,0000
6257,6257,0,0000,0,0000,086e,086e,0000,0000
6258,6258,0,0000,0,0000,086f,086f,0000,0000
6259,6259,0,0000,0,0000,0870,0870,0000,0000
6260,6260,0,0000,0,0000,0871,0871,0000,0000
6261,6261,0,0000,0,0000,0872,0872,0000,0000
6262,6262,0,0000,0,0000,0873,0873,0000,0000
6263,6263,0,0000,0,0000,0874,0874,0000,0000
6264,6264,0,0000,0,0000,0875,0875,0000,0000
6265,6265,0,0000,0,0000,0876,0876,0000,0000
6266,6266,0,0000,0,0000,0877,0877,0000,0000
6267,6267,0,0000,0,0000,0878,0878,0000,0000
6268,6268,0,0000,0,0000,0879,0879,0000,0000
6269,6269,0,0000,0,0000,087a,087a,0000,0000
6270,6270,0,0000,0,0000,087b,087b,0000,0000
6271,6271,0,0000,0,0000,087c,087c,0000,0000
6272,6272,0,0000,0,0000,087d,087d,0000,0000
6273,6273,0,0000,0,0000,087e,087e,0000,0000
6274,6274,0,0000,0,0000,087f,087f,0000,0000
6275,6275,0,0000,0,0000,0880,0880,0000,0000
6276,6276,0,0000,0,0000,0881,0881,0000,0000
6277,6277,0,0000,0,0000,0882,0882,0000,0000
6278,6278,0,0000,0,0000,0883,0883,0000,0000
6279,6279,0,0000,0,0000,0884,0884,0000,0000
6280,6280,0,0000,0,0000,0885,0885,0000,0000
6281,6281,0,0000,0,0000,0886,0886,0000,0000
6282,6282,0,0000,0,0000,0887,0887,0000,0000
6283,6283,0,0000,0,0000,0888,0888,0000,0000
6284,6284,0,0000,0,0000,0889,0889,0000,0000
6285,6285,0,0000,0,0000,088a,088a,0000,0000
6286,6286,0,0000,0,0000,088b,088b,0000,0000
6287,6287,0,0000,0,0000,088c,088c,0000,0000
6288,6288,0,0000,0,0000,088d,088d,0000,0000
6289,6289,0,0000,0,0000,088e,088e,0000,0000
6290,6290,0,0000,0,0000,088f,088f,0000,0000
6291,6291,0,0000,0,0000,0890,0890,0000,0000
6292,6292,0,0000,0,0000,0891,0891,0000,0000
6293,6293,0,0000,0,0000,0892,0892,0000,0000
6294,6294,0,0000,0,0000,0893,0893,0000,0000
6295,6295,0,0000,0,0000,0894,0894,0000,0000
6296,6296,0,0000,0,0000,0895,0895,0000,0000
6297,6297,0,0000,0,0000,0896,0896,0000,0000
6298,6298,0,0000,0,0000,0897,0897,0000,0000
6299,6299,0,0000,0,0000,0898,0898,0000,0000
6300,6300,0,0000,0,0000,0899,0899,0000,0000
6301,6301,0,0000,0,0000,089a,089a,0000,0000
6302,6302,0,0000,0,0000,089b,089b,0000,0000
6303,6303,0,0000,0,0000,089c,089c,0000,0000
6304,6304,0,0000,0,0000,089d,089d,0000,0000
6305,6305,0,0000,0,0000,089e,089e,0000,0000
6306,6306,0,0000,0,0000,089f,089f,0000,0000
6307,6307,0,0000,0,0000,08a0,08a0,0000,0000
6308,6308,0,0000,0,0000,08a1,08a1,0000,0000
6309,6309,0,0000,0,0000,08a2,08a2,0000,0000
6310,6310,0,0000,0,0000,08a3,08a3,0000,0000
6311,6311,0,0000,0,0000,08a4,08a4,0000,0000
